description,rationale,use_case,impact_area,transferability_score,actionability_rating,evidence_strength,type_(form),tag_(application),unique?,role,function,company,industry,country,date,source_(interview_#/_name),link,notes
The `Outer join` before the `Reduce` is a working workaround for us as well. For us we're using `Last*` instead of `mean`. Very weird.,,,,,,Anecdotal,comment,,,,,,,,2024-07-26,github/atsai1220,https://github.com/grafana/grafana/issues/44791#issuecomment-2253176909,repo: grafana/grafana | issue: Reduce tranformations shows incorrect values | keyword: workaround
"Transformation: Grouping to matrix header incorrect ### What happened? When using the ""Grouping to matrix"" transformation on table data, the name of the Cell value field appears in the header instead of the value referred by the Column name. ![Screenshot 2024-05-03 at 9 09 04 AM](https://github.com/grafana/grafana/assets/22201598/0c12475d-af6e-4de8-8c2a-7440dfaafeaa) ![Screenshot 2024-05-03 at 9 08 55 AM](https://github.com/grafana/grafana/assets/22201598/21c9fe0c-55ce-4724-b209-9d95a5e6136e) E…",,,,,,Anecdotal,issue,,,,,,,,2024-05-03,github/danialre,https://github.com/grafana/grafana/issues/87332,repo: grafana/grafana | keyword: workaround | state: open
"I found a workaround for the issue in my case, I could use the ""Fields with name"" override on the table, and add the override property for display name. In my case the ""name"" field was correct when looking in the debugger just the config.displayName was wrong, so the override could still select by name and change the display",,,,,,Anecdotal,comment,,,,,,,,2024-09-26,github/jlangy,https://github.com/grafana/grafana/issues/87332#issuecomment-2377906053,repo: grafana/grafana | issue: Transformation: Grouping to matrix header incorrect | keyword: workaround
"Hi, Poking around I may have found a working workaround (influxdb + grafana 11.3.1) The transformation ""transpose"" seems to fix the field name for some reason. So, inverting the column & row then applying a transpose fix the issue. Then you just need to change the type for the Time field, which seem to require two cast (number then time). ![Image](https://github.com/user-attachments/assets/1284b181-a3d2-4704-8739-2a15720df8e3)",,,,,,Anecdotal,comment,,,,,,,,2024-12-04,github/Stormshield-robinc,https://github.com/grafana/grafana/issues/87332#issuecomment-2516922882,repo: grafana/grafana | issue: Transformation: Grouping to matrix header incorrect | keyword: workaround
As far as I can see this is still a problem in Grafana.. Different alerts from different grafana instances using the same opsgenie API key indeeding opening only one Opsgenie ticket for all the alerts due to same alias.. Any solution? even workaround,,,,,,Anecdotal,comment,,,,,,,,2022-08-23,github/ZoharZrihen,https://github.com/grafana/grafana/issues/30080#issuecomment-1224058630,repo: grafana/grafana | issue: Allow a custom prefix for OpsGenie notifications | keyword: workaround
I see that this issue has been opened for quite a while now. Has anyone gotten to a solution/workaround? I just encountered the same issue on SLES Thumbleweed: `Problem: nothing provides 'freetype' needed by the to be installed grafana-10.3.1-1.x86_64`,,,,,,Anecdotal,comment,,,,,,,,2024-02-07,github/KaiserDMC,https://github.com/grafana/grafana/issues/53909#issuecomment-1932891605,repo: grafana/grafana | issue: Cannot install grafana rpm in SLES | keyword: workaround
To follow up my last comment (mostly because I was prodded by this Grafana youtube video - https://www.youtube.com/watch?v=2MWsu0xy5Xc If freetype is changed to libfreetype.so.6()(64bit) (I used rpmrebuild for this) the resulting rpm does install on sles. Also to @kminehart comment from last year it would be good if /sbin/service could be removed as that is legacy system v as well.,,,,,,Anecdotal,comment,,,,,,,,2024-06-05,github/jhansonhpe,https://github.com/grafana/grafana/issues/53909#issuecomment-2150751759,repo: grafana/grafana | issue: Cannot install grafana rpm in SLES | keyword: workaround
"Having the same issue here, ``` Error saving dashboard get client for kind: the server could not find the requested resource ```` I'm having to manually copy the JSON modal -> paste it into the git tree -> commit and only then it works. Not sure how to fix this. I have **GitSync** setup with `grafana/dashboards` folder, but I'm assuming it's trying to get the file info from `{root}/<folder_name>/<dash_name>` instead of `{grafana_root}/<folder_name>/<dash_name>`. I'm on `kube-prometheus-stack` c…",,,,,,Anecdotal,comment,,,,,,,,2025-06-27,github/CaffeineDuck,https://github.com/grafana/grafana/issues/105092#issuecomment-3011640497,"repo: grafana/grafana | issue: GitSync provisioning in v12: ""get client for kind: the server could not find the requested resource"" | keyword: workaround"
"> I have **GitSync** setup with `grafana/dashboards` folder, but I'm assuming it's trying to get the file info from `{root}/<folder_name>/<dash_name>` instead of `{grafana_root}/<folder_name>/<dash_name>`. I have it directly in the root and also have this issue",,,,,,Anecdotal,comment,,,,,,,,2025-06-27,github/ojsef39,https://github.com/grafana/grafana/issues/105092#issuecomment-3011950021,"repo: grafana/grafana | issue: GitSync provisioning in v12: ""get client for kind: the server could not find the requested resource"" | keyword: workaround"
"> > I have **GitSync** setup with `grafana/dashboards` folder, but I'm assuming it's trying to get the file info from `{root}/<folder_name>/<dash_name>` instead of `{grafana_root}/<folder_name>/<dash_name>`. > > I have it directly in the root and also have this issue Did you find any solution/ workaround? How are you navigating around it?",,,,,,Anecdotal,comment,,,,,,,,2025-06-27,github/CaffeineDuck,https://github.com/grafana/grafana/issues/105092#issuecomment-3012016112,"repo: grafana/grafana | issue: GitSync provisioning in v12: ""get client for kind: the server could not find the requested resource"" | keyword: workaround"
"Hey @chennin - this is a regression we slipped in from https://github.com/grafana/grafana/pull/102254. Sorry about that! This PR incorrectly put a new config section in the middle of the `[date_formats]` section, which 'moved' the rest of the date format values. We look for GF_ env vars based on the structure for the config files. Ther should be two workarounds until we land a fix: - use `GF_TIME_PICKER_INTERVAL_DAY` environment variable instead until we fix this - add a `config.ini` that conta…",,,,,,Anecdotal,comment,,,,,,,,2025-08-06,github/joshhunt,https://github.com/grafana/grafana/issues/108808#issuecomment-3160570136,repo: grafana/grafana | issue: Config: date formats no longer configurable via environment variables in 12.1.0 | keyword: workaround
"Prometheus: Fallback series endpoint when labels endpoint is not supported or implemented For some edge cases we have datasources which don't have support for `labels` endpoint support. Instead of that they have `series` endpoint support. See `labels` API - https://prometheus.io/docs/prometheus/latest/querying/api/#getting-label-names - https://prometheus.io/docs/prometheus/latest/querying/api/#querying-label-values So while requesting the resources like labels and label values, if the labels a…",,,,,,Anecdotal,issue,,,,,,,,2025-05-16,github/itsmylife,https://github.com/grafana/grafana/issues/105562,repo: grafana/grafana | keyword: workaround | state: closed
"**Issue Summary** We have identified compatibility challenges with accounts that utilize a specialized fork of Thanos, which presents limitations when interfacing with standard Prometheus implementations. The current workaround requires implementing custom modifications specifically tailored to accommodate this particular Thanos variant. This approach introduces additional complexity to our Prometheus data source integration. Wa need to prioritize maintaining universal solutions that can serve …",,,,,,Anecdotal,comment,,,,,,,,2025-08-04,github/k-munoz,https://github.com/grafana/grafana/issues/105562#issuecomment-3150752081,repo: grafana/grafana | issue: Prometheus: Fallback series endpoint when labels endpoint is not supported or implemented | keyword: workaround
"refactor(alerting): save state on a ticker async What is this PR about? This PR adds the possibility to save the state of alert instances periodically using a ticker instead of saving them on each evaluation. This will help us to scale beyond what is possible today, as Grafana servers with a lot of alert instances run into write amplification problems over time. What does this PR change? - A new feature flag `alertSaveStateAsync` is introduced which controls if the state is saved on evaluation …",,,,,,Anecdotal,issue,,,,,,,,2023-09-18,github/JohnnyQQQQ,https://github.com/grafana/grafana/pull/74998,repo: grafana/grafana | keyword: gotcha | state: closed
"> @hugohaggmark end-to-end tests can only be run if both backend and frontend have been built. So either we have to always build backend and frontend if there are backend or frontend changes or only run end-to-end test if there are backend and frontend changes. > > Third alternative would be to always build backend if backend or frontend changes and always run end-to-end if frontend changes. > > Thought? Gotcha, as far as I can remember when e2e has failed it's because of changes in FrontEnd (t…",,,,,,Anecdotal,comment,,,,,,,,2020-06-15,github/hugohaggmark,https://github.com/grafana/grafana/pull/25540#issuecomment-643895597,repo: grafana/grafana | issue: POC: Only run certain build steps for PR's if certain files have changed | keyword: gotcha
"There's going to be a much more comprehensive way to handle row/cell styling. It will clean up the code in a lot of good ways. Instead of this logic (targeting the parent on hover), we should use the work implemented here in react-data-grid: https://github.com/adazzle/react-data-grid/pull/3775",,,,,,Anecdotal,comment,,,,,,,,2025-05-16,github/alexjonspencer1,https://github.com/grafana/grafana/pull/104178#issuecomment-2886964772,repo: grafana/grafana | issue: TableNG: Handle all cell overflow using css | keyword: gotcha
"unified-storage: setup ring to shard requests This PR introduces an experimental feature to shard the requests to the index server based on the tenant. It makes use of the `ring` (and friends) utilities from `dskit` 1. Updates the `instrumentation_server` service to use `mux` instead of the builtin router, and have it store the router in the module server: this is so we can register the `/ring` endpoint to check the status of the ring 2. Create a new `Ring` service that depends on the instrumen…",,,,,,Anecdotal,issue,,,,,,,,2025-04-10,github/gassiss,https://github.com/grafana/grafana/pull/103783,repo: grafana/grafana | keyword: gotcha | state: closed
"Gauge/BarGauge: Added support for value mapping of ""no data""-state to text/value **What this PR does / why we need it**: This enables our users to map a ""no data""-state and display an value/text instead of the ""no data"" text. I tried to prevent breaking and old behaviour by checking for mappings of null. The only case where this might happen is if null already is mapped to another value then ""no data"". **Which issue(s) this PR fixes**: Fixes #20706 **Special notes for your reviewer**: I wanted …",,,,,,Anecdotal,issue,,,,,,,,2019-12-03,github/mckn,https://github.com/grafana/grafana/pull/20842,repo: grafana/grafana | keyword: pro tip | state: closed
Seems like we're lacking a specific documentation page for teams why adding a link to protip may be hard or we need to create such a page? The only reference right now is http://docs.grafana.org/guides/whats-new-in-v5/#teams Suggestion: ProTip: Assign folder and dashboard permissions to teams instead of users to ease administration.,,,,,,Anecdotal,comment,,,,,,,,2018-08-13,github/marefr,https://github.com/grafana/grafana/pull/12854#issuecomment-412518587,repo: grafana/grafana | issue: [wip]added empty list cta to team list | keyword: pro tip
"I'm an enterprise user and doing a for_each over the vault provider would reduce a lot of code if you could just do: ``` variable ""namespaces"" { type = set(string) default = [] description = ""Names to be created"" } resource ""vault_namespace"" ""namespace"" { for_each = var.namespaces path = each.key } provider ""vault"" { for_each = var.namespaces alias = each.key namespace = each.key } ``` instead of copy pasting the same piece for each namespace.",,,,,,Anecdotal,comment,,,,,,,,2020-09-16,github/rgevaert,https://github.com/hashicorp/terraform/issues/19932#issuecomment-693464489,repo: hashicorp/terraform | issue: Instantiating Multiple Providers with a loop | keyword: best practice
"Hey all 👋 - I found a ~~solution~~ workaround that works well enough to create multiple sets of S3 buckets (or any resource) across multiple regions using multiple [providers](https://www.terraform.io/docs/language/meta-arguments/module-providers.html) and [modules](https://www.terraform.io/docs/language/modules/index.html). It's not as clean as provider interpolation would be, but it **does** work. An example using two S3 buckets in _different_ regions: ``` provider ""aws"" { alias = ""use1"" regi…",,,,,,Anecdotal,comment,,,,,,,,2021-04-21,github/egeexyz,https://github.com/hashicorp/terraform/issues/19932#issuecomment-823748793,repo: hashicorp/terraform | issue: Instantiating Multiple Providers with a loop | keyword: best practice
"Consider Meta-Argument `condition` or `include_if` so people stop using `count= 0 or 1 ` or `for_each empty or single item` And `content` which allows passing a data structure instead of DSL When choosing a Meta-Argument consider classes with existing resources. ``` locals { something = { prevent_destroy = true } } dynamic ""lifecycle"" { condition = can(var.ENVIRONMENT) # include_if = can(var.ENVIRONMENT) content = something # as long as the map is what the resource expects in this block. i.e. i…",,,,,,Anecdotal,comment,,,,,,,,2021-08-07,github/damon-atkins,https://github.com/hashicorp/terraform/issues/21953#issuecomment-894608054,repo: hashicorp/terraform | issue: `enabled` parameter to avoid logical statements in `count` | keyword: best practice
"@apparentlymart I think `enabled = <condition>` could work just like `count = <condition> ? 1 : 0` and people would have to use `one(aws_instance.foo[*])`. Basically, `enbaled` would be syntactic sugar and nothing more and thus fully backward-compatible. I've also seen people writing `for_each = <condition> ? [1] : []`, which could also be replaced with `enabled = <condition>`. Lastly, HCL could be extended with the comprehension-like `resource ... {} if <condition>` instead of making this an a…",,,,,,Anecdotal,comment,,,,,,,,2022-08-16,github/nikolay,https://github.com/hashicorp/terraform/issues/21953#issuecomment-1216071967,repo: hashicorp/terraform | issue: `enabled` parameter to avoid logical statements in `count` | keyword: best practice
"@damon-atkins you can already do what you describe with `one()`, no? ``` output ""web_server_ip_addresses"" { value = one(aws_instance.webserver[*].private_ip) } ``` will be null if the expression does not evaluate and will be the specified attribute of `item[0]` if there is a zeroth item. I've never sat down and tried to see if `one()` might be a suitable workaround for the problem that this current github issue attempts to address. It is certainly not a solution, but it might be a workaround.",,,,,,Anecdotal,comment,,,,,,,,2022-08-19,github/schollii,https://github.com/hashicorp/terraform/issues/21953#issuecomment-1221169985,repo: hashicorp/terraform | issue: `enabled` parameter to avoid logical statements in `count` | keyword: best practice
"prevent_destroy should let you succeed Call me crazy, but I'm willing to call the current implementation of `prevent_destroy` a bug. Here is why: The current implementation of this flag prevents you from using it for 1/2 the use case. The net result is more frustration when trying to get Terraform to succeed instead of destroying your resources.. `prevent_destroy` adds to the frustration more than alleviating it. `prevent_destroy` is for these two primary use cases, right? 1) you don't want thi…",,,,,,Anecdotal,issue,,,,,,,,2015-11-12,github/ketzacoatl,https://github.com/hashicorp/terraform/issues/3874,repo: hashicorp/terraform | keyword: best practice | state: open
"Would it be possible to get an additional flag when calling: terraform plan -destroy [ -keep-prevent-destroy ] I have the same problem, I have a few EIP associated with some instances. I want to be able to destroy every but keep the EIP for obvious reasons like whitelisting but I get the same kind of problem. I understand what destroy is all about, but in some cases it would be nice getting a warning saying this and that didn't get destroyed because of lifecycle.prevent_destroy = true. @ketzaco…",,,,,,Anecdotal,comment,,,,,,,,2015-11-16,github/mrfoobar1,https://github.com/hashicorp/terraform/issues/3874#issuecomment-157086868,repo: hashicorp/terraform | issue: prevent_destroy should let you succeed | keyword: best practice
"Here's the use case we'd like this for: we have a module that we can use either for production (where some resources like Elastic IPs should not be accidentally deleted) or for running integration tests (where all resources should be destroyed afterwards). Because of #10730/#3116, we can't set these resources to be conditionally prevent_destroy, which would be the ideal solution. As a workaround, we'd be happy to have our integration test scripts run `terraform destroy --ignore-prevent-destroy`…",,,,,,Anecdotal,comment,,,,,,,,2017-01-19,github/glasser,https://github.com/hashicorp/terraform/issues/3874#issuecomment-273662886,repo: hashicorp/terraform | issue: prevent_destroy should let you succeed | keyword: best practice
"Is there any work being done on this? It feels like this feature ""prevent_destroy"" is designed as ""annoy you because you put this flag in if you want to destroy resources"" rather than... destroy what I want to destroy except for the things I don't want to destroy, notated by the ""prevent_destroy"" flag. Use case 1 in the original post seems like a silly use case because it's only designed to alert you and error out. In reality, adding prevent_destroy on a resource actually seems to mean prevent …",,,,,,Anecdotal,comment,,,,,,,,2017-06-06,github/HighwayofLife,https://github.com/hashicorp/terraform/issues/3874#issuecomment-306638305,repo: hashicorp/terraform | issue: prevent_destroy should let you succeed | keyword: best practice
"While not strictly the same as #9448 I think they might be solved together. First, like @vivanov-dp said, thanks for adding the `for_each` support for modules. I had been expecting it for a long time. However I had not realized that provider configuration in modules was deprecated. Here is my use case: * I use terraform to manage the list of AWS accounts I have in my organization * When I create a new account (from a variable list), I then want to provision it with a few common standard resourc…",,,,,,Anecdotal,comment,,,,,,,,2020-09-04,github/gbataille,https://github.com/hashicorp/terraform/issues/24476#issuecomment-686968681,repo: hashicorp/terraform | issue: Ability to pass providers to modules in for_each | keyword: best practice
"@nikolay What I understand is that you propose to have this: ``` locals { modules_vars = { instance_1 = { var1 = ... var2 = ... region = ... profile = ... role_arn = ... } instance_2 = { var1 = ... var2 = ... region = ... profile = ... role_arn = ... } } } module ""some_module"" { source = ""./some-module"" for_each = local.modules_vars provider ""aws"" { region = each.region profile = each.profile assume_role { role_arn = each.role_arn } } var1 = each.var1 var2 = each.var2 } ``` instead of: ``` prov…",,,,,,Anecdotal,comment,,,,,,,,2020-09-25,github/vivanov-dp,https://github.com/hashicorp/terraform/issues/24476#issuecomment-698825661,repo: hashicorp/terraform | issue: Ability to pass providers to modules in for_each | keyword: best practice
"I managed to get it working by using AWS profiles instead of the access keys directly. What I did though was not optimal; but in my build steps, I ran a bash script that called AWS configure that ultimately set the default access key and secret.",,,,,,Anecdotal,comment,,,,,,,,2017-04-11,github/darrensimio,https://github.com/hashicorp/terraform/issues/13022#issuecomment-293172268,repo: hashicorp/terraform | issue: Using variables in terraform backend config block | keyword: best practice
I used workspaces to create my dev and prod environments. Now I need to store state for them in different aws accounts. What kind of workaround do you recommend? I just need to pass one variable to my backend config... somehow...,,,,,,Anecdotal,comment,,,,,,,,2018-11-28,github/laur1s,https://github.com/hashicorp/terraform/issues/13022#issuecomment-442489869,repo: hashicorp/terraform | issue: Using variables in terraform backend config block | keyword: best practice
"The best workaround for this I've ended up with takes advantage of the fact that whatever you pass into `init` gets rememebered by terraform. So instead of `terraform init`, I use a small wrapper script which grabs these variables from somewhere (like a .tf.json file used elsewhere, or an environment variable perhaps) and then does the call to `init` along with the correct `-backend-config` flags.",,,,,,Anecdotal,comment,,,,,,,,2018-11-28,github/glenjamin,https://github.com/hashicorp/terraform/issues/13022#issuecomment-442499201,repo: hashicorp/terraform | issue: Using variables in terraform backend config block | keyword: best practice
"@jantman I understand your comment and this is what we do on our side, we wrap execution of terraform with another layer of scripts. *But* it would be nicer if this could work OOTB so that we provide only environment vars and then execute`init`, `plan` etc. without thinking about the partial backend setup parameters from CLI. Thus, I still think that there is place for a nicer framework solution, although a workaround exists.",,,,,,Anecdotal,comment,,,,,,,,2018-12-11,github/milanaleksic,https://github.com/hashicorp/terraform/issues/13022#issuecomment-446316890,repo: hashicorp/terraform | issue: Using variables in terraform backend config block | keyword: best practice
"@apparentlymart What about creating the folder and instead of copying the files, on those OS+FS that allow it we just produce symlinks? Would that work ?? TBH, I'm not sure what kind of size we are talking about .. but AFAIK, if u follow best practices for both Terraform Modules & Git repositories..u shouldn't be on scenarios where the storage can become a problem?",,,,,,Anecdotal,comment,,,,,,,,2021-09-05,github/fblgit,https://github.com/hashicorp/terraform/issues/29503#issuecomment-913185996,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"Support provisioning using `docker exec` Instead of requiring an ssh connection to run a provisioner on a docker container, it would be nice to just do a `docker exec` so that we don't need to set up an ssh daemon on the container. (I know I know, I'm not supposed to run a provisioner on a docker image, configuration should be done at build time. But I'm trying to mirror my prod installation which isn't docker)",,,,,,Anecdotal,issue,,,,,,,,2016-01-15,github/clofresh,https://github.com/hashicorp/terraform/issues/4686,repo: hashicorp/terraform | keyword: best practice | state: open
"It also can help in automation when you want to run terraform init from operational directory, instead of going to each directory of the project.",,,,,,Anecdotal,comment,,,,,,,,2019-01-16,github/vasilij-icabbi,https://github.com/hashicorp/terraform/issues/18632#issuecomment-454983247,repo: hashicorp/terraform | issue: terraform init seems to not support basic terraform best practice | keyword: best practice
"Is possible to achieve something like this, similar code but able to run it independently for each region/env and dynamic backend setup using the variable `TF_DATA_DIR` to use `.terraform-REGION-ENV` instead of `.terraform` and additional backend setup running terraform init like ```sh TF_DATA_DIR=.terraform-$(MY_REGION) terraform init \ -backend-config=""region=$(MY_REGION)""` \ -backend-config=""bucket=$(BUCKET_NAME)"" \ . . . ```",,,,,,Anecdotal,comment,,,,,,,,2024-04-04,github/julian-alarcon,https://github.com/hashicorp/terraform/issues/18632#issuecomment-2036465697,repo: hashicorp/terraform | issue: terraform init seems to not support basic terraform best practice | keyword: best practice
"I'm using a destroy provisioner to uninstall an application on a remote device, and the only way to provide connection details currently is to hard-code them. The `triggers` workaround is not a proper workaround as it produces significantly different behavior. One solution would be to introduce a new meta-argument that has no effect for storing arbitrary data.",,,,,,Anecdotal,comment,,,,,,,,2020-01-28,github/xanderflood,https://github.com/hashicorp/terraform/issues/23679#issuecomment-579030392,repo: hashicorp/terraform | issue: Allow destroy-time provisioners to access variables | keyword: best practice
"Hi, Using triggers is not applicable for me for security reasons. On ressources creation, I need of a null ressource + local exec to build an object on remote server. On ressources destroy, I need to remove this object on the remote server. To connect to the remote server, I need of a token. Using triggers would store the token in the tfstate which is not a good practise here. So the workaround I imagine when I need to destroy the resources - terraform apply with a condition using a variable (d…",,,,,,Anecdotal,comment,,,,,,,,2020-03-25,github/mldmld68,https://github.com/hashicorp/terraform/issues/23679#issuecomment-603713100,repo: hashicorp/terraform | issue: Allow destroy-time provisioners to access variables | keyword: best practice
"Hi @kderck, What I was asking, I suppose, is whether it's truly necessary to publish that wrapper module as a separate module, rather than just putting the `module ""vpc""` and `module ""eks""` blocks directly in the root module. The module composition guide recommends keeping things ""flat"" specifically _because_ it avoids all of this extra boilerplate of declaring the union of all variables of the child modules you're wrapping. I'd typically expect a useful module to _encapsulate_ additional infor…",,,,,,Anecdotal,comment,,,,,,,,2022-08-19,github/apparentlymart,https://github.com/hashicorp/terraform/issues/31485#issuecomment-1221143323,repo: hashicorp/terraform | issue: [Feature] Module Variable and Output Inheritance (or simular) | keyword: best practice
"Moving secrets to vault, and using consul-template or integration with other custom solutions you have for CM certainly helps for a lot of cases, but completely avoiding secrets in TF or ending up in TF state is not always reasonable.",,,,,,Anecdotal,comment,,,,,,,,2015-10-30,github/ketzacoatl,https://github.com/hashicorp/terraform/issues/516#issuecomment-152605787,repo: hashicorp/terraform | issue: Storing sensitive values in state files | keyword: best practice
"@gtmtech a hash isn't cryptographically safe either because it can be reversed. The right solution here is something that can store the value securely, doing anything else IMO would be a waste of energy.",,,,,,Anecdotal,comment,,,,,,,,2016-01-22,github/johnrengelman,https://github.com/hashicorp/terraform/issues/516#issuecomment-173926752,repo: hashicorp/terraform | issue: Storing sensitive values in state files | keyword: best practice
Hi @barryib! Thanks for working on this. Not having _dynamic_ templates was an intentional designed decision for `templatefile` after seeing how much confusion and frustration the design of [the `template_file` data source](https://www.terraform.io/docs/providers/template/d/file.html) had caused: folks would frequently get the double-escaping wrong and then be unsure how to interpret the error messages that would result due to them being returned at the Terraform layer instead of at the templat…,,,,,,Anecdotal,comment,,,,,,,,2020-05-18,github/apparentlymart,https://github.com/hashicorp/terraform/pull/24978#issuecomment-630337484,repo: hashicorp/terraform | issue: lang/funcs: add template function | keyword: best practice
Hi @apparentlymart Thanks for your answer. > Not having dynamic templates was an intentional designed decision for templatefile after seeing how much confusion and frustration the design of the template_file data source had caused: folks would frequently get the double-escaping wrong and then be unsure how to interpret the error messages that would result due to them being returned at the Terraform layer instead of at the template rendering layer. I'm know getting some explanation about why we …,,,,,,Anecdotal,comment,,,,,,,,2020-05-19,github/barryib,https://github.com/hashicorp/terraform/pull/24978#issuecomment-631062552,repo: hashicorp/terraform | issue: lang/funcs: add template function | keyword: best practice
"Hi @jbigtani! Thanks for this feature request. In an earlier issue hashicorp/terraform#15419 I discussed the idea of making it so that changes detected during refresh would be explicit in the UI, for similar reasons as you've mentioned here. I included in a later comment a UI mockup of what such a thing might look like. Some details of it are now outdated because I made that mockup during the 0.12 development phase some time ago, but I think it still gives a general impression of our team's cur…",,,,,,Anecdotal,comment,,,,,,,,2020-09-03,github/apparentlymart,https://github.com/hashicorp/terraform/issues/26093#issuecomment-686763063,repo: hashicorp/terraform | issue: Ability to preview changes for Refresh Command | keyword: best practice
"Hey there, I don't actually work on Terraform anymore, but as I continue to clear out a random pile of old things I had previously participated in but were not closed out I _think_ today's Terraform has a feature sufficient to close this issue. Instead of running `terraform refresh`, you can run `terraform apply -refresh-only`. That activates one of Terraform's other [planning modes](https://developer.hashicorp.com/terraform/cli/commands/plan#planning-modes) -- ""Refresh-only"" mode -- which effe…",,,,,,Anecdotal,comment,,,,,,,,2025-01-28,github/apparentlymart,https://github.com/hashicorp/terraform/issues/26093#issuecomment-2617489040,repo: hashicorp/terraform | issue: Ability to preview changes for Refresh Command | keyword: best practice
"👍 +1 Dependency resolution is a giant pain, and what works today should work 6-12 months from now, short of a provider deprecating APIs. The module that successfully deployed the infrastructure should be the same version, same code, as when you have to update or apply it 6 months from now. We already commit our vendor dependencies with our Golang projects because of the inability to lock dependencies at a version (you can but it is a pain and if the upstream dev deletes the code, you're hosed u…",,,,,,Anecdotal,comment,,,,,,,,2018-05-22,github/ooglek,https://github.com/hashicorp/terraform/issues/4234#issuecomment-390854571,repo: hashicorp/terraform | issue: Fast-changing terraform modules - tracking module git commit? | keyword: best practice
"The forthcoming version 0.9 contains some reworking of Terraform's handling of states that will, amongst other things, make this easier to implement in a future release. I can't say exactly when that will be (I don't have visibility into the official roadmap) but the technical blockers on this will be much diminished once 0.9 is released. --- I suppose it's worth noting that the usage examples in my original proposal here are no longer valid with the changes in 0.9. Instead of configuring encry…",,,,,,Anecdotal,comment,,,,,,,,2017-02-06,github/apparentlymart,https://github.com/hashicorp/terraform/issues/9556#issuecomment-277847071,repo: hashicorp/terraform | issue: Proposal: State Encryption | keyword: best practice
"@FernandoMiguel consul or every other solution does not change the context. Tfstate is always in cleartext somewhere, and someone can access the file and so secrets inside (at least if you do not take all on a server in a private room detached from networks and always watched). Sops like logic instead allow you to save JSON file (and so potentially tfstate json too) only with values (all or some) encrypted using e.g. AWS KMS CMK. Such an approach increse security (and probably sufficient risk m…",,,,,,Anecdotal,comment,,,,,,,,2022-01-13,github/Roxyrob,https://github.com/hashicorp/terraform/issues/9556#issuecomment-1012271024,repo: hashicorp/terraform | issue: Proposal: State Encryption | keyword: best practice
"Hi @esirK, For situations like that a typical strategy would be to add some sort of indirection. That means that instead of passing the step function ARN directly to the Lambda function, you'd instead pass some information that the Lambda function can use to find the step function dynamically at runtime. Of course, you will need to be able to tolerate there being a brief period at the start of the Lambda function's life when the step function doesn't exist yet. Another possibility would be to s…",,,,,,Anecdotal,comment,,,,,,,,2024-06-10,github/apparentlymart,https://github.com/hashicorp/terraform/issues/27188#issuecomment-2158640986,repo: hashicorp/terraform | issue: Feature: Allow circular dependencies in resources | keyword: lesson learned
A simplifed load balancer resource for AzureRM This commit adds a resource for the ARM load balancer. The ARM LB is quite complicated and has many different configuration options. Instead of trying to implement them all in a potential confusing user experience this resources exposes the most common uses. With it a load balancer can be configured on a single public IP or subnet which can route to a single backend pool according to one load balancing rule and 1 probe. This could be expanded to su…,,,,,,Anecdotal,issue,,,,,,,,2016-04-30,github/buzztroll,https://github.com/hashicorp/terraform/pull/6429,repo: hashicorp/terraform | keyword: lesson learned | state: closed
"Hi @lkysow! Unfortunately that is a backend-specific implementation coincidence rather than an intended feature: I expect it happens because these backends implement both ""create"" and ""update"" as a ""put"" action, and so if you bypass Terraform's existence check (which happens in `terraform workspace select`) then the new workspace is ""created"" just as a side-effect of writing its new state, not as an explicit action. At the moment the intent is that workspace creation is an explicit action since…",,,,,,Anecdotal,comment,,,,,,,,2018-03-22,github/apparentlymart,https://github.com/hashicorp/terraform/issues/15874#issuecomment-375447707,repo: hashicorp/terraform | issue: Document $TF_WORKSPACE | keyword: lesson learned
"Support use cases with conditional logic It's been important from the beginning that Terraform's configuration language is declarative, which has meant that the core team has intentionally avoided adding flow-control statements like conditionals and loops to the language. But in the real world, there are still plenty of perfectly reasonable scenarios that are difficult to express in the current version of Terraform without copious amounts of duplication because of the lack of conditionals. We'd…",,,,,,Anecdotal,issue,,,,,,,,2015-04-20,github/phinze,https://github.com/hashicorp/terraform/issues/1604,repo: hashicorp/terraform | keyword: lesson learned | state: closed
"This would be really useful, so I can destroy everything except the resources marked with `prevent_destroy`. At the moment, because of `prevent_destroy`, I comment out everything except that code and run apply instead of destroy. Very unintuitive.",,,,,,Anecdotal,comment,,,,,,,,2017-10-09,github/ColOfAbRiX,https://github.com/hashicorp/terraform/issues/2253#issuecomment-335145477,repo: hashicorp/terraform | issue: feature request: inverse targeting / exclude | keyword: workaround
"+1 :) My current workaround is to taket the outout of ""terraform plan list"" , grep out all resource I wanna keep, and then create a list of -target parameters from the rest with a shell script. Another thing that would make it supereasy to destroy everything unless the things you want to keep is to destroy all resources instead of those protected by the ""prevent_destroy"" flag. Actually, in my opinion the behaviout for that flag is not ideal - if I call destroy, I want to destroy the configured …",,,,,,Anecdotal,comment,,,,,,,,2017-10-11,github/henning,https://github.com/hashicorp/terraform/issues/2253#issuecomment-335886155,repo: hashicorp/terraform | issue: feature request: inverse targeting / exclude | keyword: workaround
