description,rationale,use_case,impact_area,transferability_score,actionability_rating,evidence_strength,type_(form),tag_(application),unique?,role,function,company,industry,country,date,source_(interview_#/_name),link,notes
"@apparentlymart What about creating the folder and instead of copying the files, on those OS+FS that allow it we just produce symlinks? Would that work ?? TBH, I'm not sure what kind of size we are talking about .. but AFAIK, if u follow best practices for both Terraform Modules & Git repositories..u shouldn't be on scenarios where the storage can become a problem?",,,,,,Anecdotal,comment,,,,,,,,2021-09-05,github/fblgit,https://github.com/hashicorp/terraform/issues/29503#issuecomment-913185996,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"@apparentlymart regarding what I put in https://github.com/hashicorp/terraform/issues/31422, can you please elaborate on the concerns about compatibility? I'm unclear on how having a `.terraform/sources` directory that the `.terraform/modules/modules.json` points to would run into compatibility concerns when it seems to be basically the same runtime behavior as how Terraform handles local sources where you don't have a separate copy of the module source in the `.terraform/modules/<name>` direct…",,,,,,Anecdotal,comment,,,,,,,,2022-07-12,github/joe-a-t,https://github.com/hashicorp/terraform/issues/29503#issuecomment-1182544588,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"To be concrete about it, it is currently possible to write something like the following in a Terraform module and have it work, and so we are bound to keep this working even though I would assert that it's not a good idea to use the local filesystem for transient storage during a Terraform operation: ```hcl variable ""content"" { type = string } resource ""local_file"" ""example"" { content = var.content filename = ""${path.module}/temporary.txt"" } data ""local_file"" ""example"" { filename = local_file.e…",,,,,,Anecdotal,comment,,,,,,,,2022-07-13,github/apparentlymart,https://github.com/hashicorp/terraform/issues/29503#issuecomment-1183656548,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"Ok, so sticking with the backwards compatibility on that, could we either: 1. Leave the `.terraform/modules/...` as a place where any files that Terraform writes can get written but the source is not download/copied into. Instead Terraform looks to see if a `.terraform/modules/...` exists for that module, and if so, read in both the contents of that `.terraform/modules/...` directory and the contents from the relevant `.terraform/sources/...` directory (as specified in a new part of the `manife…",,,,,,Anecdotal,comment,,,,,,,,2022-07-13,github/joe-a-t,https://github.com/hashicorp/terraform/issues/29503#issuecomment-1183692706,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"This (more reasonable, more common) pattern must also keep working: ```hcl resource ""aws_s3_bucket_object"" ""example"" { bucket = ""example"" key = ""anything"" source = ""${path.module}/bucket-content/anything"" } ``` In this case, `bucket-content/anything` is a file distributed as part of the module package (e.g. it's included in the git repository along with this `.tf` file). The key design challenge here is that `path.module` today represents both ""the directory where my source files are"" _and_ ""a …",,,,,,Anecdotal,comment,,,,,,,,2022-07-13,github/apparentlymart,https://github.com/hashicorp/terraform/issues/29503#issuecomment-1183716662,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"So what I was thinking of for reads is that when Terraform sees `path.module`, it looks in `.terraform/modules/...`. If it does not find the desired directory/file, it then goes to the `.terraform/sources/...` directory and tries looking for it from there. So basically changing the current read from a ""Try A, if not, then fail"" to a ""Try A, if not, Try B, if not, then fail"".",,,,,,Anecdotal,comment,,,,,,,,2022-07-13,github/joe-a-t,https://github.com/hashicorp/terraform/issues/29503#issuecomment-1183724399,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"`path.module` is just a static string that gets interpolated into the path like any other, so Terraform must decide what `path.module` evaluates to once for the entire module, not separately for each use. For example, consider that in my second case which contains an argument `source = ""${path.module}/bucket-content/anything""` it is the AWS provider rather than Terraform Core that is actually reading the file, and indeed only the AWS provider _knows_ that it's treating that string as a filename…",,,,,,Anecdotal,comment,,,,,,,,2022-07-13,github/apparentlymart,https://github.com/hashicorp/terraform/issues/29503#issuecomment-1183728915,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"Ahhhh, I did not realize exactly where the boundary was there between Terraform Core and the providers. I did not realize that providers directly interact with the file system without going through Terraform Core. I thought maybe Terraform Core could handle the retry logic and implement it once for all providers, but it sounds like you're saying that all providers would need to implement the retry logic themselves (unless if maybe Terraform Core was intercepting those filesystem calls and able …",,,,,,Anecdotal,comment,,,,,,,,2022-07-13,github/joe-a-t,https://github.com/hashicorp/terraform/issues/29503#issuecomment-1183733983,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"Indeed... the only situation where Terraform Core is directly interacting with the filesystem is in function calls like `file(""${path.module}/foo.txt"")` and even in that case the interpolation of `path.module` as a fixed string happens before calling the function and so the function only sees the resulting path string, can't cannot tell that it was constructed from `path.module`.",,,,,,Anecdotal,comment,,,,,,,,2022-07-13,github/apparentlymart,https://github.com/hashicorp/terraform/issues/29503#issuecomment-1183776144,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"Just to clarify a bit further, the racing herd problem when writing files to `path.module` is an **existing** issue when/if people are using local paths for module sources. So anyone that is using `path.module` as part of write operations will likely see different behavior if they are doing so with local or remote source and using the module multiple times. I also want to note that even if people only have a single module block, but they have a `for_each` inside that block, they will also have …",,,,,,Anecdotal,comment,,,,,,,,2022-07-14,github/joe-a-t,https://github.com/hashicorp/terraform/issues/29503#issuecomment-1184643745,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
Also I opened https://github.com/hashicorp/terraform/issues/31441 as a documentation issue to add the risks with `path.module` that you've called out in this conversation to the documentation for `path.module`.,,,,,,Anecdotal,comment,,,,,,,,2022-07-14,github/joe-a-t,https://github.com/hashicorp/terraform/issues/29503#issuecomment-1184663554,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"Unfortunately we know that the existing uses are prevalent enough that we cannot use the lack of documentation as justification for the breaking change. The following language in our compatibility promises summarizes this compromise: > If the actual behavior of a feature differs from what we explicitly documented as the feature's behavior, we will usually treat that as a bug and change the feature to match the documentation, although we will avoid making such changes if they seem likely to caus…",,,,,,Anecdotal,comment,,,,,,,,2022-07-14,github/apparentlymart,https://github.com/hashicorp/terraform/issues/29503#issuecomment-1185033156,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"Understood. Hopefully this refactor can make the list for `v2.0.0` and I'm not sure what the timeline is for that, but hopefully it can come relatively soon (with relatively meaning before 2024). In the meantime we will probably have to do our own workarounds like I described as possibilities in https://github.com/hashicorp/terraform/issues/31422",,,,,,Anecdotal,comment,,,,,,,,2022-07-15,github/joe-a-t,https://github.com/hashicorp/terraform/issues/29503#issuecomment-1185762615,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"@apparentlymart Is it possible to allow the user calling the module to specify the behaviour (symlink or copy) in the module block. e.g. ``` module ""foo"" { source = ""bar"" download_method = ""copy"" # or linked } ``` This way its in the users hands whether to incur a copy at extra disk space, or linked with the disadvantages with files above. In my case I am invoking the same module for every AWS account for every AWS region - thats about 800 invocations. It is adding up to quite a lot of disk spa…",,,,,,Anecdotal,comment,,,,,,,,2022-11-07,github/gtmtech,https://github.com/hashicorp/terraform/issues/29503#issuecomment-1306062900,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"It seems to me that whether it's safe/correct to reuse the same directory for multiple instances of the same module is a property of the module itself rather than a property of the call to that module, and so if we were going to make this an opt-in sort of thing I expect it would be better for that opt-in to be inside the module being called rather than in the `module` block that calls the module. It would essentially be a promise from the module developer that planning and applying the module …",,,,,,Anecdotal,comment,,,,,,,,2022-11-07,github/apparentlymart,https://github.com/hashicorp/terraform/issues/29503#issuecomment-1306084549,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"I'm using my own modules and I know what's inside. I'm pretty sure there's no local file write and it's safe to re-use same module directory. But, Terraform makes 100 copies of same module. If this happens, `terraform plan` takes intolerable amount of time in case of terraform cloud backend. I really hope there's an option like https://github.com/hashicorp/terraform/issues/29503#issuecomment-1306062900",,,,,,Anecdotal,comment,,,,,,,,2024-10-19,github/sato-s,https://github.com/hashicorp/terraform/issues/29503#issuecomment-2423857402,repo: hashicorp/terraform | issue: Don't make redundant copies of the same module package | keyword: best practice
"Terraform performance with large number of resources Hi Team, I have the following configuration: * one VPC * 6 different networks inside the VPC * 2 nat gw * 36 opsworks stacks * 300 or so security groups * 1200 or opswork layers In total about 1600 resources in my configs. Creation of this whole config in aws took about 30 min - most of the time could probably be attributed to waiting and connection handling Plan with a simple change (e.g. adding 6 new layers) takes around 8 min. Probably mos…",,,,,,Anecdotal,issue,,,,,,,,2017-10-17,github/zeridon,https://github.com/hashicorp/terraform/issues/16375,repo: hashicorp/terraform | keyword: best practice | state: open
"Hi @zeridon, Thanks for the use case here. Could you provide some more details about your configuration, like how many ""provider"" blocks you have in your config, are you using modules, and what is the layout, etc? These are known issues, and optimization with large configurations is something we do want to tackle. 2Gb of memory usage is not unexpected, especially with the AWS provider in which the sdk has fairly hefty client instances for each service. The time after retrieving the state where …",,,,,,Anecdotal,comment,,,,,,,,2017-10-19,github/jbardin,https://github.com/hashicorp/terraform/issues/16375#issuecomment-337778322,repo: hashicorp/terraform | issue: Terraform performance with large number of resources | keyword: best practice
"Hi @jbardin , Sanitized project can be found at: https://gist.github.com/zeridon/9cd3fa1c85cbc2d72c4914b58c7b03cf Short answers to your main questions: * How many provider blocks - 1 just in main.tf to set aws region * Modules - yes * layout - https://gist.github.com/zeridon/9cd3fa1c85cbc2d72c4914b58c7b03cf#file-dir-tree Dependency tree is: ``` main.tf |- aws-vpc |- sg-infra |- eip-shortcuts |- eip |- stacks |- stack customer-xxxx.tf |- customer-layer (sg, 1 or more opsworks layers in different…",,,,,,Anecdotal,comment,,,,,,,,2017-10-19,github/zeridon,https://github.com/hashicorp/terraform/issues/16375#issuecomment-337831241,repo: hashicorp/terraform | issue: Terraform performance with large number of resources | keyword: best practice
@jbardin do you have any suggestions on how we can improve the runtimes of our Terraform plans? We also have a large number of resources and it seems to takes several minutes just to refresh state. A TF plan takes ~15 minutes to run on Terraform Enterprise.,,,,,,Anecdotal,comment,,,,,,,,2018-10-17,github/ktham,https://github.com/hashicorp/terraform/issues/16375#issuecomment-430806603,repo: hashicorp/terraform | issue: Terraform performance with large number of resources | keyword: best practice
"@ktham, Several minutes to refresh a large number of resources is not unexpected, the api calls to check the state of each resource can only happen so quickly. One option you have to to try carefully increasing the `-parallelism` value to run more api calls at a time.",,,,,,Anecdotal,comment,,,,,,,,2018-10-26,github/jbardin,https://github.com/hashicorp/terraform/issues/16375#issuecomment-433527119,repo: hashicorp/terraform | issue: Terraform performance with large number of resources | keyword: best practice
"That's understandable, though I would expect TF should be able to issue and handle quite a lot of API calls at once even on a single core machine. Ok, I'll look into the `-parallelism` value, though I'm not sure if I can set that because we use Terraform Enterprise",,,,,,Anecdotal,comment,,,,,,,,2018-10-26,github/ktham,https://github.com/hashicorp/terraform/issues/16375#issuecomment-433558460,repo: hashicorp/terraform | issue: Terraform performance with large number of resources | keyword: best practice
"I ran some benchmarks: # Config * 61 resources * Using VPN connection that is decent * 2017 MacBook Pro 13"" * Using --auto-approve # TF Destroy * Command: `terraform destroy --auto-approve --parallelism 10 terraform/` * Default: 45s * Parallelism 10: 53s # TF Apply * Command: `terraform destroy --auto-approve --parallelism 10 terraform/` * Default: 1m43s * Parallelism 10: 1m46s I guess my project doesn't benefit from parallelism? Is there any way to show a nice dependency graph? I found `terraf…",,,,,,Anecdotal,comment,,,,,,,,2018-11-07,github/Clete2,https://github.com/hashicorp/terraform/issues/16375#issuecomment-436608553,repo: hashicorp/terraform | issue: Terraform performance with large number of resources | keyword: best practice
"Hi @Clete2, 10 is the default parallelism, so you were only seeing variance within the api calls themselves. The `graph` command is really the only way to show the actual dependency graph, but I also have yet to find a good method for viewing large graphs in general.",,,,,,Anecdotal,comment,,,,,,,,2018-11-07,github/jbardin,https://github.com/hashicorp/terraform/issues/16375#issuecomment-436695989,repo: hashicorp/terraform | issue: Terraform performance with large number of resources | keyword: best practice
"Judging by another thread, the parallelism really depends on the number of cores in a system, which is kind of ridiculous for a program that spends most of the time waiting for API calls: https://github.com/hashicorp/terraform/issues/11766",,,,,,Anecdotal,comment,,,,,,,,2019-01-04,github/nielsole,https://github.com/hashicorp/terraform/issues/16375#issuecomment-451399105,repo: hashicorp/terraform | issue: Terraform performance with large number of resources | keyword: best practice
"@nielsole, No, the number of concurrent calls is not effected by the number of cores in the system. It's only artificially limited by the `-parallelism` value because there is no universally ""good"" value for all providers and configurations. Note that this is all unrelated to the original issue here, which is the efficiency of large graph graph transformations, which has nothing to do with concurrent provider operations.",,,,,,Anecdotal,comment,,,,,,,,2019-01-04,github/jbardin,https://github.com/hashicorp/terraform/issues/16375#issuecomment-451498618,repo: hashicorp/terraform | issue: Terraform performance with large number of resources | keyword: best practice
Terraform seems to spend a lot of its time computing these dependency graphs - I am curious why a dependency graph of just a few hundred nodes should take several minutes to compute. Is there are whitepaper or discussion I can read somewhere?,,,,,,Anecdotal,comment,,,,,,,,2019-04-18,github/ToonSpinISAAC,https://github.com/hashicorp/terraform/issues/16375#issuecomment-484415271,repo: hashicorp/terraform | issue: Terraform performance with large number of resources | keyword: best practice
"Hi @ToonSpinISAAC, The issues in this thread are mainly concerned with the parallelization of the api calls to resources, which is capped at 10 by default. Very large numbers of resources can take a long time to process when there are a large number of slow API calls. A graph of a few hundred nodes should not take minutes to compute. The primary graph related performance issue is in highly connected graphs, and can be referenced in issue #18981.",,,,,,Anecdotal,comment,,,,,,,,2019-04-22,github/jbardin,https://github.com/hashicorp/terraform/issues/16375#issuecomment-485408311,repo: hashicorp/terraform | issue: Terraform performance with large number of resources | keyword: best practice
"I suspect a lot more people have ran into this issue than just the 10 people who have +1'd it. When Terraform plans got too slow I broke our terraform codebase up into multiple separate states with the help of Terragrunt. I suspect other people have gone down the same path, either with Terragrunt or separate git repositories. This has helped, but even with multiple states we still run into performance issues when one state grows large.",,,,,,Anecdotal,comment,,,,,,,,2024-07-26,github/calebAtIspot,https://github.com/hashicorp/terraform/issues/16375#issuecomment-2251669660,repo: hashicorp/terraform | issue: Terraform performance with large number of resources | keyword: best practice
We realized our code base was too big. For some projects we broke it up. For others we used more tf variables and used multiple state files to deploy different parts. Generally I try to keep under 200 resources per deployment.,,,,,,Anecdotal,comment,,,,,,,,2024-07-26,github/Clete2,https://github.com/hashicorp/terraform/issues/16375#issuecomment-2251855914,repo: hashicorp/terraform | issue: Terraform performance with large number of resources | keyword: best practice
"> We realized our code base was too big. This is shorthand for ""too big for all currently available releases of terraform to handle"". Name another language that has superlinear slow down when there are ""too many"" objects. This should be fixed, regardless of whether its workarounds have become best practice in the meantime.",,,,,,Anecdotal,comment,,,,,,,,2024-07-31,github/bukzor,https://github.com/hashicorp/terraform/issues/16375#issuecomment-2260338115,repo: hashicorp/terraform | issue: Terraform performance with large number of resources | keyword: best practice
"Support provisioning using `docker exec` Instead of requiring an ssh connection to run a provisioner on a docker container, it would be nice to just do a `docker exec` so that we don't need to set up an ssh daemon on the container. (I know I know, I'm not supposed to run a provisioner on a docker image, configuration should be done at build time. But I'm trying to mirror my prod installation which isn't docker)",,,,,,Anecdotal,issue,,,,,,,,2016-01-15,github/clofresh,https://github.com/hashicorp/terraform/issues/4686,repo: hashicorp/terraform | keyword: best practice | state: open
"Would a hypothetical new `docker-exec` provisioner suit your use-case? ``` js resource ""docker_container"" ""foo"" { // ... provisioner ""docker-exec"" { inline = [ ""echo hello world"" ] } } ```",,,,,,Anecdotal,comment,,,,,,,,2016-01-17,github/apparentlymart,https://github.com/hashicorp/terraform/issues/4686#issuecomment-172281921,repo: hashicorp/terraform | issue: Support provisioning using `docker exec` | keyword: best practice
I think it would be a terrific feature! But wouldn't an hypothetical new `docker connection type` a better solution as it would be used in both `remote-exec` and `file` provisioners allowing to upload files to the container as well. I had a look to the docker provider code and it uses https://github.com/fsouza/go-dockerclient as docker client. This library seems to support both [file uploads](https://github.com/fsouza/go-dockerclient/blob/ab2ce4ff546ce97e9597be3b996535bf1683da3c/container.go#L9…,,,,,,Anecdotal,comment,,,,,,,,2016-03-16,github/loicalbertin,https://github.com/hashicorp/terraform/issues/4686#issuecomment-197404457,repo: hashicorp/terraform | issue: Support provisioning using `docker exec` | keyword: best practice
"HashiCorp guys working on terraform (@phinze, @mitchellh, @catsby, @jen20, ...) what do you think about this idea of a new docker connection type ? Thanks in advance for your feedback. Loïc",,,,,,Anecdotal,comment,,,,,,,,2016-03-24,github/loicalbertin,https://github.com/hashicorp/terraform/issues/4686#issuecomment-200797439,repo: hashicorp/terraform | issue: Support provisioning using `docker exec` | keyword: best practice
@jen20 I'm interested in contributing such feature. But I'd like to discuss it a little bit and specially check if the docker connection is actually the good way to implement this.,,,,,,Anecdotal,comment,,,,,,,,2016-03-31,github/loicalbertin,https://github.com/hashicorp/terraform/issues/4686#issuecomment-204122568,repo: hashicorp/terraform | issue: Support provisioning using `docker exec` | keyword: best practice
What happened to this? It's just easier to use docker machine and docker swarm? No need for HashiCorp. Hmmm? Get your fingers out.,,,,,,Anecdotal,comment,,,,,,,,2019-04-13,github/richard-senior,https://github.com/hashicorp/terraform/issues/4686#issuecomment-482819928,repo: hashicorp/terraform | issue: Support provisioning using `docker exec` | keyword: best practice
"> Would a hypothetical new `docker-exec` provisioner suit your use-case? > > ```js > resource ""docker_container"" ""foo"" { > // ... > > provisioner ""docker-exec"" { > inline = [ > ""echo hello world"" > ] > } > } > ``` Is this going to be implemented? It's a great idea.",,,,,,Anecdotal,comment,,,,,,,,2020-09-23,github/mesea-mms,https://github.com/hashicorp/terraform/issues/4686#issuecomment-697247092,repo: hashicorp/terraform | issue: Support provisioning using `docker exec` | keyword: best practice
:+1: for a docker connection type. Either on existing containers or being able to create new containers based off of on image would be appreciated. Same with kubernetes pods.,,,,,,Anecdotal,comment,,,,,,,,2024-06-21,github/mjsir911,https://github.com/hashicorp/terraform/issues/4686#issuecomment-2183078096,repo: hashicorp/terraform | issue: Support provisioning using `docker exec` | keyword: best practice
"The concept of provisioners has since emerged as largely a mistake: they don't really do anything that a managed resource type can't do and Terraform can't track them well because they are not stateful, so Terraform ends up having to make worst-case assumptions like that the failure of any provisioner means that the entire resource object is damaged (""tainted"") and therefore needs replacing. The current provisioners remain largely for backward compatibility and because they have only minimal de…",,,,,,Anecdotal,comment,,,,,,,,2024-06-24,github/apparentlymart,https://github.com/hashicorp/terraform/issues/4686#issuecomment-2186918321,repo: hashicorp/terraform | issue: Support provisioning using `docker exec` | keyword: best practice
Docker/Kubernetes/Linux Containers and many hypervisors support APIs to manipulate files and execute commands inside container/VM. I think the best way is to extend provisioner `connection` block with addition connection types. I think provider can export supported connection type for provisioner and provide connectivity to the container. For example: - Docker provider could export connection type `docker` - Kubernetes provider could export connection type `kube` - LXD provider could export con…,,,,,,Anecdotal,comment,,,,,,,,2024-06-25,github/tregubovav-dev,https://github.com/hashicorp/terraform/issues/4686#issuecomment-2190126569,repo: hashicorp/terraform | issue: Support provisioning using `docker exec` | keyword: best practice
"The ""communicator"" abstraction (which is what `connection` blocks are configuring) is poorly-specified and already very strained from a design standpoint. It was originally designed only for SSH and had WinRM retrofitted in a clumsy way where the `connection` content gets decoded by different code depending on the type but is nonetheless expected to follow the same schema in both cases. I don't think that abstraction has any future and is preserved primarily for backward compatibility. For a sy…",,,,,,Anecdotal,comment,,,,,,,,2024-06-25,github/apparentlymart,https://github.com/hashicorp/terraform/issues/4686#issuecomment-2190199278,repo: hashicorp/terraform | issue: Support provisioning using `docker exec` | keyword: best practice
"Hello Martin, Nice to see Hashicorp's visions for provisioners' functionality. Please declare that provisioner functionality is obsolete and should be used only for compatibility purposes in the Terraform language documentation. Based on your comment, it appears that we, as customers, need to take the initiative and request providers' maintainers/developers to implement the corresponding functionality, correct?",,,,,,Anecdotal,comment,,,,,,,,2024-06-26,github/tregubovav-dev,https://github.com/hashicorp/terraform/issues/4686#issuecomment-2190295706,repo: hashicorp/terraform | issue: Support provisioning using `docker exec` | keyword: best practice
"The current recommendation is that [provisioners are a last resort](https://developer.hashicorp.com/terraform/language/resources/provisioners/syntax#provisioners-are-a-last-resort), but they cannot be removed during the 1.x series because they are protected by compatibility promises. The Terraform team intends to preserve the current behaviors but to not change them, as described in [the _Provisioners_ section of the Terraform v1.x compatibility promises](https://developer.hashicorp.com/terrafo…",,,,,,Anecdotal,comment,,,,,,,,2024-06-26,github/apparentlymart,https://github.com/hashicorp/terraform/issues/4686#issuecomment-2190377080,repo: hashicorp/terraform | issue: Support provisioning using `docker exec` | keyword: best practice
"Ability to add auto-apply protection ### Terraform Version ```shell 1.5.0 ``` ### Use Cases We sometimes runs auto-apply option, however there has been cases where the -auto-apply flag was enabled on production workspaces/projects applying unexpected changes, we would like the ability to add some kind of auto-apply protection which will not allow the auto-apply flag if protection is enabled for the workspace or project we are running, ideally for teams that runs terraform locally ### Attempted …",,,,,,Anecdotal,issue,,,,,,,,2024-06-13,github/bryan-rhm,https://github.com/hashicorp/terraform/issues/35339,repo: hashicorp/terraform | keyword: best practice | state: open
"Thanks for this feature request! If you are viewing this issue and would like to indicate your interest, please use the 👍 reaction on the issue description to upvote this issue. We also welcome additional use case descriptions. Thanks again!",,,,,,Anecdotal,comment,,,,,,,,2024-06-13,github/crw,https://github.com/hashicorp/terraform/issues/35339#issuecomment-2166204499,repo: hashicorp/terraform | issue: Ability to add auto-apply protection | keyword: best practice
"Hi @bryan-rhm! Thanks for sharing this use-case. From your framing of the problem I understood this as something you'd likely want to set only for production and not for staging/development environments. Is that right? If so, doing this in the configuration doesn't feel quite right to me: Terraform modules are usually shared between multiple environments, and so anything which needs to vary per environment either needs to be expressed in the configuration as a rule rather than as a fixed settin…",,,,,,Anecdotal,comment,,,,,,,,2024-06-13,github/apparentlymart,https://github.com/hashicorp/terraform/issues/35339#issuecomment-2166467121,repo: hashicorp/terraform | issue: Ability to add auto-apply protection | keyword: best practice
"@apparentlymart I was not talking about adding it to a module, I was talking to add this as a flag we could define and change through a variable or something between environments, var.enable_protection = true ```sh terraform { auto-apply-protection = var.enable_protection } ``` I know running this locally is not the best practice but will mitigate human errors, I know lot of people and companies runs terraform locally and manage state trhough s3 and dynamodb locking",,,,,,Anecdotal,comment,,,,,,,,2024-06-13,github/bryan-rhm,https://github.com/hashicorp/terraform/issues/35339#issuecomment-2166673903,repo: hashicorp/terraform | issue: Ability to add auto-apply protection | keyword: best practice
"Hi @bryan-rhm, You've illustrated a `terraform` block, which I understood as being in a `.tf` file and therefore part of Terraform's modules language. That was what I meant by ""in a module"". Did you have something else in mind, or do you think we're talking about the same thing? Today most things in the `terraform` block belong to `terraform init` rather than to the plan/apply phase and so there's currently nothing in the `terraform` block that supports expression evaluation like references to …",,,,,,Anecdotal,comment,,,,,,,,2024-06-13,github/apparentlymart,https://github.com/hashicorp/terraform/issues/35339#issuecomment-2166917964,repo: hashicorp/terraform | issue: Ability to add auto-apply protection | keyword: best practice
"@apparentlymart that was just an idea, where do you think that this could be added? is not possible at the state level?",,,,,,Anecdotal,comment,,,,,,,,2024-06-14,github/bryan-rhm,https://github.com/hashicorp/terraform/issues/35339#issuecomment-2168350440,repo: hashicorp/terraform | issue: Ability to add auto-apply protection | keyword: best practice
"Allow expect_failures to target child module input variables in Terraform test run blocks ### Terraform Version ```shell 1.7.4 ``` ### Use Cases I'm looking to add automated test cases to ensure that our variable validation blocks are working as expected, since some of the involved conditional logic is non-trivial. (So, for avoidance of doubt, I'm looking at input variables only here, rather than resources or other checkable objects - see #34700 for that.) Whilst most of our validations are at …",,,,,,Anecdotal,issue,,,,,,,,2024-04-05,github/trajan3,https://github.com/hashicorp/terraform/issues/34951,repo: hashicorp/terraform | keyword: best practice | state: open
"Thanks for this feature request! If you are viewing this issue and would like to indicate your interest, please use the 👍 reaction on the issue description to upvote this issue. We also welcome additional use case descriptions. Thanks again!",,,,,,Anecdotal,comment,,,,,,,,2024-04-05,github/crw,https://github.com/hashicorp/terraform/issues/34951#issuecomment-2040340125,repo: hashicorp/terraform | issue: Allow expect_failures to target child module input variables in Terraform test run blocks | keyword: best practice
"Hi, just wanted to check if there were any thoughts on this yet? Specifically, I'd like to understand if there are any suggestions on how best to workaround this until a good mechanism is available... I understand that testing at the child module level is possible, but this would require crafting more complex variable blocks (including derived variables) and wouldn't necessarily be a good check of the workflow end-to-end. Also, whilst allowing cross-variable referencing will allow me to shift o…",,,,,,Anecdotal,comment,,,,,,,,2024-04-25,github/trajan3,https://github.com/hashicorp/terraform/issues/34951#issuecomment-2076869538,repo: hashicorp/terraform | issue: Allow expect_failures to target child module input variables in Terraform test run blocks | keyword: best practice
"Hi @trajan3, I would suggest asking this in [the community forum](https://discuss.hashicorp.com/c/terraform-core/27) where there are more people ready to help. The GitHub issues here are monitored only by a few core maintainers. Thanks!",,,,,,Anecdotal,comment,,,,,,,,2024-04-25,github/crw,https://github.com/hashicorp/terraform/issues/34951#issuecomment-2077684941,repo: hashicorp/terraform | issue: Allow expect_failures to target child module input variables in Terraform test run blocks | keyword: best practice
terraform init seems to not support basic terraform best practice Terraform all versions. It's terraform best practice to store environment config in tfvars files . e.g: ``` environments/ |-- dev.tfvars # store dev configuration |-- prod.tfvars # store stage configuration resources/ |-- main.tf # resources etc. ``` (Nice clean separation of environment config from other config from terraform resources - good!) And to use e.g. `terraform plan -var-file environments/dev.tfvars` But (in terms of A…,,,,,,Anecdotal,issue,,,,,,,,2018-08-08,github/gtmtech,https://github.com/hashicorp/terraform/issues/18632,repo: hashicorp/terraform | keyword: best practice | state: open
"Hi @gtmtech! Thanks for writing this up. In terms of customizing the location of the `.terraform` directory to start: this isn't _directly_ possible, but you can get the same effect by using multiple working directories: ``` (assuming the current working directory is the one containing the root module config files) $ mkdir prod $ cd prod $ terraform init .. -backend-config=bucket=terraform-dev ... $ terraform apply .. ... ``` The above, while admittedly not intuitive, will allow you a separate …",,,,,,Anecdotal,comment,,,,,,,,2018-08-11,github/apparentlymart,https://github.com/hashicorp/terraform/issues/18632#issuecomment-412247266,repo: hashicorp/terraform | issue: terraform init seems to not support basic terraform best practice | keyword: best practice
"@apparentlymart Thanks for taking the time for a detailed explanation! I have seen the directory per environment approach used above, and appreciate the comments you make about it. In my experience this approach leads to teams having 2 places to put resources - in the (common) resources folder, or in the (environment specific) folder. Over time teams can put more and more in the environment specific folders (as things may initially just be for one environment) and they end up with a difficult-t…",,,,,,Anecdotal,comment,,,,,,,,2018-08-14,github/gtmtech,https://github.com/hashicorp/terraform/issues/18632#issuecomment-412818218,repo: hashicorp/terraform | issue: terraform init seems to not support basic terraform best practice | keyword: best practice
"Thanks for that extra context, @gtmtech! It is true that the module-per-environment approach does rely on humans to police themselves and each other (complying with a policy on which resources -- if any -- belong in the environment-specific module) whereas using variables implicitly forces that through the limitations of a `.tfvars` file. Our usual attitude is that Terraform should encourage a best-practice but give you room to step out of it when it's not appropriate, and so we generally lean …",,,,,,Anecdotal,comment,,,,,,,,2018-08-14,github/apparentlymart,https://github.com/hashicorp/terraform/issues/18632#issuecomment-412963877,repo: hashicorp/terraform | issue: terraform init seems to not support basic terraform best practice | keyword: best practice
"@apparentlymart A couple of questions about the recommended structure above: ``` environments/ |-- dev/ # dev configuration |-- dev.tf |-- prod/ # prod configuration |-- prod.tf resources/ # shared module for elements common to all environments |-- main.tf ``` using example `dev.tf` ```yaml module ""main"" { source = ""../resources"" # per-environment settings here, as you had in the .tfvars files in your example } ``` 1. Is the first source attribute meant to be `../../resources` instead? 1. How d…",,,,,,Anecdotal,comment,,,,,,,,2018-08-26,github/davidgoate,https://github.com/hashicorp/terraform/issues/18632#issuecomment-416030041,repo: hashicorp/terraform | issue: terraform init seems to not support basic terraform best practice | keyword: best practice
